League,Season,Team,Location,M,W,D,L,G,GA,PTS,xG,xGA,xPTS
Bundesliga,2017,Bayern Munich,home,17,14,2,1,56,15,44,46.58,12.67,41.7
Bundesliga,2017,Bayern Munich,away,17,13,1,3,36,13,40,29.97,17.96,31.82
Bundesliga,2017,Hamburger SV,home,17,6,4,7,17,19,22,21.65,21.76,24.93
Bundesliga,2017,Hamburger SV,away,17,2,3,12,12,34,9,14.39,32.3,13.66
Bundesliga,2017,Bayer Leverkusen,home,17,8,5,4,29,19,29,33.19,15.37,35.71
Bundesliga,2017,Bayer Leverkusen,away,17,7,5,5,29,25,26,23.79,21.55,25.83
Bundesliga,2017,Hoffenheim,home,17,11,4,2,38,16,37,26.65,16.74,29.71
Bundesliga,2017,Hoffenheim,away,17,4,6,7,28,32,18,24.06,28.46,20.15
Bundesliga,2017,Augsburg,home,17,6,4,7,24,24,22,25.64,20.18,26.91
Bundesliga,2017,Augsburg,away,17,4,7,6,19,22,19,16.63,20.64,18.99
Bundesliga,2017,Hertha Berlin,home,17,5,7,5,23,27,22,18.01,20.31,21.25
Bundesliga,2017,Hertha Berlin,away,17,5,6,6,20,19,21,20.57,24.4,20.64
Bundesliga,2017,Werder Bremen,home,17,6,7,4,20,17,25,20.62,20.33,23.35
Bundesliga,2017,Werder Bremen,away,17,4,5,8,17,23,17,17.89,23.14,19.35
Bundesliga,2017,Schalke 04,home,17,10,5,2,27,15,35,24.49,18.88,27.45
Bundesliga,2017,Schalke 04,away,17,8,4,5,26,22,28,22.34,20.54,24.25
Bundesliga,2017,Mainz 05,home,17,7,3,7,22,21,24,18.39,16.99,24.14
Bundesliga,2017,Mainz 05,away,17,2,6,9,16,31,12,13.25,28.19,13.78
Bundesliga,2017,Hannover 96,home,17,8,3,6,28,25,27,24.17,21.62,25.8
Bundesliga,2017,Hannover 96,away,17,2,6,9,16,29,12,17.05,32.74,13.79
Bundesliga,2017,Borussia Dortmund,home,17,9,4,4,40,21,31,38.83,16.26,36.17
Bundesliga,2017,Borussia Dortmund,away,17,6,6,5,24,26,24,27.27,24.59,26.99
Bundesliga,2017,Borussia M.Gladbach,home,17,9,4,4,28,20,31,30.22,19.98,30.96
Bundesliga,2017,Borussia M.Gladbach,away,17,4,4,9,19,32,16,21.02,32.11,17.97
Bundesliga,2017,Wolfsburg,home,17,3,8,6,23,25,17,20.27,24.76,20.95
Bundesliga,2017,Wolfsburg,away,17,3,7,7,13,23,16,11.83,24.67,13.85
Bundesliga,2017,Eintracht Frankfurt,home,17,8,4,5,26,19,28,26.98,16.99,30.72
Bundesliga,2017,Eintracht Frankfurt,away,17,6,3,8,19,26,21,14.08,23.92,16.48
Bundesliga,2017,VfB Stuttgart,home,17,10,4,3,18,9,34,19.38,16.05,26.36
Bundesliga,2017,VfB Stuttgart,away,17,5,2,10,18,27,17,18.53,23.3,20.31
Bundesliga,2017,FC Cologne,home,17,3,5,9,20,30,14,23.86,30.57,20.17
Bundesliga,2017,FC Cologne,away,17,2,2,13,15,40,8,17.64,36.6,12.01
Bundesliga,2017,Freiburg,home,17,7,6,4,17,17,27,22.14,16.49,27.34
Bundesliga,2017,Freiburg,away,17,1,6,10,15,39,9,14.84,29.17,13.48
Bundesliga,2017,RasenBallsport Leipzig,home,17,9,4,4,34,26,31,29.56,21.06,28.97
Bundesliga,2017,RasenBallsport Leipzig,away,17,6,4,7,23,27,22,21.86,26.36,19.5
Bundesliga,2018,Bayern Munich,home,17,13,3,1,49,14,42,45.94,11.18,41.75
Bundesliga,2018,Bayern Munich,away,17,11,3,3,39,18,36,46.3,16.23,40.25
Bundesliga,2018,Bayer Leverkusen,home,17,9,2,6,32,25,29,30.71,19.37,30.85
Bundesliga,2018,Bayer Leverkusen,away,17,9,2,6,37,27,29,30.78,26.34,26.55
Bundesliga,2018,Hoffenheim,home,17,7,5,5,28,20,26,42.9,21.28,36.33
Bundesliga,2018,Hoffenheim,away,17,6,7,4,42,32,25,37.06,32.0,26.63
Bundesliga,2018,Augsburg,home,17,5,4,8,34,33,19,27.78,31.72,21.16
Bundesliga,2018,Augsburg,away,17,3,4,10,17,38,13,19.66,32.07,15.92
Bundesliga,2018,Hertha Berlin,home,17,6,6,5,26,27,24,28.5,26.83,24.95
Bundesliga,2018,Hertha Berlin,away,17,5,4,8,23,30,19,22.02,34.75,17.0
Bundesliga,2018,Werder Bremen,home,17,8,6,3,35,26,30,27.95,27.3,25.86
Bundesliga,2018,Werder Bremen,away,17,6,5,6,23,23,23,21.41,29.41,18.5
Bundesliga,2018,Schalke 04,home,17,4,3,10,16,28,15,25.28,23.92,25.12
Bundesliga,2018,Schalke 04,away,17,4,6,7,21,27,18,21.34,28.02,19.04
Bundesliga,2018,Mainz 05,home,17,8,5,4,31,22,29,31.51,26.15,26.64
Bundesliga,2018,Mainz 05,away,17,4,2,11,15,35,14,17.71,36.66,12.7
Bundesliga,2018,Hannover 96,home,17,5,1,11,15,26,16,17.57,31.92,15.04
Bundesliga,2018,Hannover 96,away,17,0,5,12,16,45,5,17.24,41.2,10.17
Bundesliga,2018,Borussia Dortmund,home,17,14,2,1,52,25,44,36.95,21.78,33.84
Bundesliga,2018,Borussia Dortmund,away,17,9,5,3,29,19,32,28.05,21.1,29.01
Bundesliga,2018,Borussia M.Gladbach,home,17,9,3,5,31,22,30,32.79,25.67,30.52
Bundesliga,2018,Borussia M.Gladbach,away,17,7,4,6,24,20,25,22.14,27.2,20.86
Bundesliga,2018,Wolfsburg,home,17,8,5,4,36,23,29,27.24,24.5,24.76
Bundesliga,2018,Wolfsburg,away,17,8,2,7,26,27,26,22.25,25.33,22.28
Bundesliga,2018,Eintracht Frankfurt,home,17,8,4,5,32,21,28,36.68,21.91,32.54
Bundesliga,2018,Eintracht Frankfurt,away,17,7,5,5,28,27,26,25.17,29.11,21.84
Bundesliga,2018,VfB Stuttgart,home,17,6,4,7,22,27,22,23.16,28.61,20.18
Bundesliga,2018,VfB Stuttgart,away,17,1,3,13,10,43,6,14.22,34.09,11.81
Bundesliga,2018,Freiburg,home,17,6,7,4,32,27,25,23.66,26.35,22.57
Bundesliga,2018,Freiburg,away,17,2,5,10,14,34,11,17.57,35.08,13.1
Bundesliga,2018,RasenBallsport Leipzig,home,17,10,6,1,34,9,36,39.49,15.58,37.04
Bundesliga,2018,RasenBallsport Leipzig,away,17,9,3,5,29,20,30,28.76,24.07,26.02
Bundesliga,2018,Fortuna Duesseldorf,home,17,9,0,8,27,28,27,24.86,26.57,22.76
Bundesliga,2018,Fortuna Duesseldorf,away,17,4,5,8,22,37,17,24.62,36.49,16.45
Bundesliga,2018,Nuernberg,home,17,3,7,7,16,22,16,21.12,19.89,24.37
Bundesliga,2018,Nuernberg,away,17,0,3,14,10,46,3,14.25,34.91,10.74
Bundesliga,2019,Bayern Munich,home,17,13,2,2,53,15,41,49.8,17.69,40.23
Bundesliga,2019,Bayern Munich,away,17,13,2,2,47,17,41,43.05,18.78,37.09
Bundesliga,2019,Bayer Leverkusen,home,17,9,4,4,32,22,31,35.59,20.47,32.89
Bundesliga,2019,Bayer Leverkusen,away,17,10,2,5,29,22,32,26.3,29.21,21.73
Bundesliga,2019,Hoffenheim,home,17,7,1,9,26,37,22,29.55,33.37,22.46
Bundesliga,2019,Hoffenheim,away,17,8,6,3,27,16,30,27.11,25.39,23.42
Bundesliga,2019,Augsburg,home,17,5,5,7,28,29,20,22.59,25.24,22.46
Bundesliga,2019,Augsburg,away,17,4,4,9,17,34,16,21.27,33.88,17.32
Bundesliga,2019,Hertha Berlin,home,17,6,3,8,23,32,21,21.19,28.57,18.72
Bundesliga,2019,Hertha Berlin,away,17,5,5,7,25,27,20,23.11,27.01,20.84
Bundesliga,2019,Werder Bremen,home,17,2,3,12,15,36,9,19.53,23.61,20.33
Bundesliga,2019,Werder Bremen,away,17,6,4,7,27,33,22,18.21,33.33,14.78
Bundesliga,2019,Schalke 04,home,17,5,7,5,20,27,22,19.68,22.76,22.22
Bundesliga,2019,Schalke 04,away,17,4,5,8,18,31,17,16.24,31.47,13.61
Bundesliga,2019,Mainz 05,home,17,5,2,10,18,29,17,22.91,29.89,20.52
Bundesliga,2019,Mainz 05,away,17,6,2,9,26,36,20,23.28,33.01,18.63
Bundesliga,2019,Borussia Dortmund,home,17,11,3,3,46,17,36,34.95,21.91,32.21
Bundesliga,2019,Borussia Dortmund,away,17,10,3,4,38,24,33,29.31,20.11,30.28
Bundesliga,2019,Borussia M.Gladbach,home,17,12,2,3,40,21,38,42.93,24.05,34.54
Bundesliga,2019,Borussia M.Gladbach,away,17,8,3,6,26,19,27,30.65,22.01,28.09
Bundesliga,2019,Wolfsburg,home,17,4,7,6,19,23,19,24.38,20.59,26.14
Bundesliga,2019,Wolfsburg,away,17,9,3,5,29,23,30,30.05,21.31,29.56
Bundesliga,2019,Eintracht Frankfurt,home,17,8,4,5,36,27,28,34.04,25.76,29.23
Bundesliga,2019,Eintracht Frankfurt,away,17,5,2,10,23,33,17,24.29,25.17,23.49
Bundesliga,2019,FC Cologne,home,17,6,4,7,28,27,22,26.37,23.97,24.96
Bundesliga,2019,FC Cologne,away,17,4,2,11,23,42,14,22.9,30.57,18.93
Bundesliga,2019,Freiburg,home,17,9,2,6,23,17,29,23.52,24.2,23.16
Bundesliga,2019,Freiburg,away,17,4,7,6,25,30,19,22.63,39.17,15.99
Bundesliga,2019,RasenBallsport Leipzig,home,17,7,8,2,38,21,29,32.56,20.84,30.36
Bundesliga,2019,RasenBallsport Leipzig,away,17,11,4,2,43,16,37,43.57,16.75,38.35
Bundesliga,2019,Paderborn,home,17,2,2,13,21,46,8,20.54,39.43,12.45
Bundesliga,2019,Paderborn,away,17,2,6,9,16,28,12,17.93,28.41,16.22
Bundesliga,2019,Fortuna Duesseldorf,home,17,4,6,7,18,28,18,19.4,29.11,19.03
Bundesliga,2019,Fortuna Duesseldorf,away,17,2,6,9,18,39,12,16.29,35.34,13.84
Bundesliga,2019,Union Berlin,home,17,8,3,6,24,20,27,23.25,23.06,24.88
Bundesliga,2019,Union Berlin,away,17,4,2,11,17,38,14,18.33,31.88,14.45
Bundesliga,2020,Bayern Munich,home,17,13,4,0,64,21,43,46.03,18.5,37.9
Bundesliga,2020,Bayern Munich,away,17,11,2,4,35,23,35,29.9,20.37,29.14
Bundesliga,2020,Bayer Leverkusen,home,17,8,5,4,34,22,29,27.92,23.56,25.09
Bundesliga,2020,Bayer Leverkusen,away,17,6,5,6,19,17,23,19.35,16.85,24.91
Bundesliga,2020,Hoffenheim,home,17,8,3,6,32,24,27,24.51,24.41,23.34
Bundesliga,2020,Hoffenheim,away,17,3,7,7,20,30,16,25.81,28.47,21.84
Bundesliga,2020,Augsburg,home,17,6,4,7,21,25,22,17.69,28.73,16.89
Bundesliga,2020,Augsburg,away,17,4,2,11,15,29,14,18.32,28.42,17.59
Bundesliga,2020,Hertha Berlin,home,17,5,5,7,21,26,20,23.19,20.52,25.27
Bundesliga,2020,Hertha Berlin,away,17,3,6,8,20,26,15,17.53,26.18,17.94
Bundesliga,2020,Werder Bremen,home,17,3,5,9,16,28,14,14.57,25.41,16.93
Bundesliga,2020,Werder Bremen,away,17,4,5,8,20,29,17,17.94,28.29,16.81
Bundesliga,2020,Schalke 04,home,17,3,3,11,14,34,12,15.99,32.95,11.78
Bundesliga,2020,Schalke 04,away,17,0,4,13,11,52,4,11.67,37.72,8.69
Bundesliga,2020,Mainz 05,home,17,4,4,9,16,26,16,25.68,25.66,22.91
Bundesliga,2020,Mainz 05,away,17,6,5,6,23,30,23,22.78,26.53,21.46
Bundesliga,2020,Borussia Dortmund,home,17,11,2,4,40,20,35,38.54,18.25,35.74
Bundesliga,2020,Borussia Dortmund,away,17,9,2,6,35,26,29,30.41,21.19,29.46
Bundesliga,2020,Borussia M.Gladbach,home,17,8,4,5,32,19,28,26.82,17.64,28.05
Bundesliga,2020,Borussia M.Gladbach,away,17,5,6,6,32,37,21,27.29,27.07,24.13
Bundesliga,2020,Wolfsburg,home,17,10,4,3,32,16,34,27.22,20.36,27.78
Bundesliga,2020,Wolfsburg,away,17,7,6,4,29,21,27,24.37,18.79,27.53
Bundesliga,2020,Eintracht Frankfurt,home,17,10,7,0,37,20,37,31.37,16.92,32.84
Bundesliga,2020,Eintracht Frankfurt,away,17,6,5,6,32,33,23,29.16,30.81,23.44
Bundesliga,2020,VfB Stuttgart,home,17,5,6,6,27,26,21,24.45,26.19,22.74
Bundesliga,2020,VfB Stuttgart,away,17,7,3,7,29,29,24,27.73,27.6,24.44
Bundesliga,2020,FC Cologne,home,17,3,5,9,20,31,14,19.75,25.84,18.17
Bundesliga,2020,FC Cologne,away,17,5,4,8,14,29,19,19.89,27.34,19.54
Bundesliga,2020,Freiburg,home,17,7,6,4,33,23,27,26.99,24.53,24.45
Bundesliga,2020,Freiburg,away,17,5,3,9,19,29,18,18.12,28.45,16.74
Bundesliga,2020,RasenBallsport Leipzig,home,17,11,4,2,29,13,37,36.58,14.39,37.85
Bundesliga,2020,RasenBallsport Leipzig,away,17,8,4,5,31,19,28,30.56,14.84,33.57
Bundesliga,2020,Union Berlin,home,17,8,8,1,32,18,32,24.36,16.45,29.44
Bundesliga,2020,Union Berlin,away,17,4,6,7,18,25,18,21.64,27.06,22.26
Bundesliga,2020,Arminia Bielefeld,home,17,6,2,9,13,23,20,15.66,27.63,15.59
Bundesliga,2020,Arminia Bielefeld,away,17,3,6,8,13,29,15,15.47,31.36,14.5
Bundesliga,2021,Bayern Munich,home,17,13,2,2,48,15,41,49.28,19.08,39.72
Bundesliga,2021,Bayern Munich,away,17,11,3,3,49,22,36,50.62,19.53,39.11
Bundesliga,2021,Bayer Leverkusen,home,17,10,2,5,39,23,32,32.5,22.08,30.68
Bundesliga,2021,Bayer Leverkusen,away,17,9,5,3,41,24,32,33.81,22.94,28.55
Bundesliga,2021,Hoffenheim,home,17,8,4,5,34,24,28,34.78,25.34,28.11
Bundesliga,2021,Hoffenheim,away,17,5,3,9,24,36,18,24.99,31.93,18.58
Bundesliga,2021,Augsburg,home,17,7,4,6,25,26,25,24.09,29.37,20.77
Bundesliga,2021,Augsburg,away,17,3,4,10,14,30,13,14.86,35.65,12.89
Bundesliga,2021,Hertha Berlin,home,17,6,3,8,24,33,21,20.17,24.93,22.47
Bundesliga,2021,Hertha Berlin,away,17,3,3,11,13,38,12,17.72,33.86,15.48
Bundesliga,2021,Mainz 05,home,17,10,5,2,33,11,35,31.37,16.37,30.86
Bundesliga,2021,Mainz 05,away,17,3,2,12,17,34,11,20.72,27.03,19.76
Bundesliga,2021,Borussia Dortmund,home,17,13,0,4,52,28,39,38.18,22.72,33.45
Bundesliga,2021,Borussia Dortmund,away,17,9,3,5,33,24,30,27.47,24.95,24.85
Bundesliga,2021,Borussia M.Gladbach,home,17,8,4,5,33,27,28,34.09,31.0,27.89
Bundesliga,2021,Borussia M.Gladbach,away,17,4,5,8,21,34,17,25.83,29.71,21.85
Bundesliga,2021,Wolfsburg,home,17,7,3,7,25,21,24,29.56,24.26,26.81
Bundesliga,2021,Wolfsburg,away,17,5,3,9,18,33,18,19.71,29.22,17.43
Bundesliga,2021,Eintracht Frankfurt,home,17,4,7,6,20,22,19,21.86,26.67,21.34
Bundesliga,2021,Eintracht Frankfurt,away,17,6,5,6,25,27,23,19.79,27.71,18.29
Bundesliga,2021,VfB Stuttgart,home,17,6,4,7,28,32,22,28.44,25.37,24.77
Bundesliga,2021,VfB Stuttgart,away,17,1,8,8,13,27,11,19.47,30.09,15.68
Bundesliga,2021,FC Cologne,home,17,9,4,4,27,21,31,27.59,23.55,27.31
Bundesliga,2021,FC Cologne,away,17,5,6,6,25,28,21,24.71,29.54,21.74
Bundesliga,2021,Freiburg,home,17,8,5,4,32,25,29,33.23,23.35,30.13
Bundesliga,2021,Freiburg,away,17,7,5,5,26,21,26,24.5,25.74,22.8
Bundesliga,2021,RasenBallsport Leipzig,home,17,11,2,4,43,17,35,36.14,18.22,34.05
Bundesliga,2021,RasenBallsport Leipzig,away,17,6,5,6,29,20,23,31.26,26.16,26.54
Bundesliga,2021,Union Berlin,home,17,10,5,2,25,17,35,27.6,17.67,30.74
Bundesliga,2021,Union Berlin,away,17,6,4,7,25,27,22,27.6,22.16,27.54
Bundesliga,2021,Arminia Bielefeld,home,17,2,10,5,15,23,16,13.86,31.26,12.33
Bundesliga,2021,Arminia Bielefeld,away,17,3,3,11,12,30,12,13.37,38.41,9.69
Bundesliga,2021,Greuther Fuerth,home,17,3,5,9,15,33,14,18.87,27.59,17.4
Bundesliga,2021,Greuther Fuerth,away,17,0,4,13,13,49,4,11.77,32.96,9.08
Bundesliga,2021,Bochum,home,17,8,4,5,21,17,28,24.82,19.36,27.83
Bundesliga,2021,Bochum,away,17,4,2,11,17,35,14,19.96,38.81,15.03
Bundesliga,2022,Bayern Munich,home,17,11,5,1,53,17,38,49.37,16.18,40.33
Bundesliga,2022,Bayern Munich,away,17,10,3,4,39,21,33,35.75,20.82,31.66
Bundesliga,2022,Bayer Leverkusen,home,17,8,3,6,35,23,27,32.48,20.06,32.41
Bundesliga,2022,Bayer Leverkusen,away,17,6,5,6,22,26,23,21.2,26.72,20.18
Bundesliga,2022,Hoffenheim,home,17,7,2,8,28,29,23,30.05,25.1,26.54
Bundesliga,2022,Hoffenheim,away,17,3,4,10,20,28,13,17.27,27.75,16.44
Bundesliga,2022,Augsburg,home,17,6,4,7,16,24,22,18.01,27.82,17.93
Bundesliga,2022,Augsburg,away,17,3,3,11,26,39,12,18.01,37.25,12.3
Bundesliga,2022,Hertha Berlin,home,17,5,6,6,24,27,21,22.06,26.7,21.05
Bundesliga,2022,Hertha Berlin,away,17,2,2,13,18,42,8,19.38,35.72,13.28
Bundesliga,2022,Werder Bremen,home,17,5,2,10,26,28,17,23.6,24.43,23.13
Bundesliga,2022,Werder Bremen,away,17,5,4,8,25,36,19,19.32,33.42,17.36
Bundesliga,2022,Schalke 04,home,17,5,5,7,23,36,20,22.91,29.41,21.38
Bundesliga,2022,Schalke 04,away,17,2,5,10,12,35,11,17.63,32.12,17.39
Bundesliga,2022,Mainz 05,home,17,6,6,5,31,25,24,27.54,21.3,27.21
Bundesliga,2022,Mainz 05,away,17,6,4,7,23,30,22,22.95,33.56,17.94
Bundesliga,2022,Borussia Dortmund,home,17,14,2,1,55,17,44,45.21,18.1,38.66
Bundesliga,2022,Borussia Dortmund,away,17,8,3,6,28,27,27,31.76,25.13,26.03
Bundesliga,2022,Borussia M.Gladbach,home,17,10,3,4,33,18,33,33.55,20.32,31.84
Bundesliga,2022,Borussia M.Gladbach,away,17,1,7,9,19,37,10,19.28,38.72,12.45
Bundesliga,2022,Wolfsburg,home,17,6,7,4,34,25,25,30.95,22.53,28.8
Bundesliga,2022,Wolfsburg,away,17,7,3,7,23,23,24,20.26,29.57,18.44
Bundesliga,2022,Eintracht Frankfurt,home,17,9,5,3,35,18,32,32.58,18.08,32.58
Bundesliga,2022,Eintracht Frankfurt,away,17,4,6,7,23,34,18,20.62,26.45,18.92
Bundesliga,2022,VfB Stuttgart,home,17,5,6,6,23,22,21,25.28,21.72,25.82
Bundesliga,2022,VfB Stuttgart,away,17,2,6,9,22,35,12,23.87,26.58,21.48
Bundesliga,2022,FC Cologne,home,17,6,5,6,28,20,23,28.23,18.01,27.48
Bundesliga,2022,FC Cologne,away,17,4,7,6,21,34,19,22.81,24.06,22.19
Bundesliga,2022,Freiburg,home,17,10,4,3,28,13,34,29.79,22.82,27.35
Bundesliga,2022,Freiburg,away,17,7,4,6,23,31,25,20.45,26.85,19.98
Bundesliga,2022,RasenBallsport Leipzig,home,17,13,2,2,38,18,41,34.99,17.28,33.8
Bundesliga,2022,RasenBallsport Leipzig,away,17,7,4,6,26,23,25,33.85,19.71,33.7
Bundesliga,2022,Union Berlin,home,17,11,6,0,30,11,39,19.49,17.64,24.56
Bundesliga,2022,Union Berlin,away,17,7,2,8,21,27,23,15.59,24.79,17.76
Bundesliga,2022,Bochum,home,17,8,2,7,28,32,26,23.06,29.52,20.17
Bundesliga,2022,Bochum,away,17,2,3,12,12,40,9,17.02,39.92,11.99
Bundesliga,2023,Bayern Munich,home,17,14,1,2,53,12,43,52.13,13.13,42.3
Bundesliga,2023,Bayern Munich,away,17,9,2,6,41,33,29,42.27,22.09,34.68
Bundesliga,2023,Bayer Leverkusen,home,17,14,3,0,47,11,45,43.86,13.79,40.78
Bundesliga,2023,Bayer Leverkusen,away,17,14,3,0,42,13,45,38.15,18.64,35.39
Bundesliga,2023,Hoffenheim,home,17,6,5,6,31,31,23,30.25,27.14,26.29
Bundesliga,2023,Hoffenheim,away,17,7,2,8,35,35,23,26.0,39.28,16.29
Bundesliga,2023,Augsburg,home,17,6,6,5,26,26,24,24.83,26.98,22.64
Bundesliga,2023,Augsburg,away,17,4,3,10,24,34,15,24.29,35.32,16.4
Bundesliga,2023,Werder Bremen,home,17,7,4,6,29,26,25,26.71,29.67,21.53
Bundesliga,2023,Werder Bremen,away,17,4,5,8,19,28,17,20.39,31.42,16.91
Bundesliga,2023,Mainz 05,home,17,6,5,6,23,18,23,29.76,17.77,30.12
Bundesliga,2023,Mainz 05,away,17,1,9,7,16,33,12,21.92,32.74,19.06
Bundesliga,2023,Darmstadt,home,17,1,3,13,15,44,6,20.46,35.97,15.64
Bundesliga,2023,Darmstadt,away,17,2,5,10,15,42,11,14.1,45.15,9.01
Bundesliga,2023,Borussia Dortmund,home,17,10,3,4,37,22,33,41.69,23.36,34.24
Bundesliga,2023,Borussia Dortmund,away,17,8,6,3,31,21,30,29.47,31.91,22.64
Bundesliga,2023,Borussia M.Gladbach,home,17,5,6,6,27,26,21,27.76,26.01,24.94
Bundesliga,2023,Borussia M.Gladbach,away,17,2,7,8,29,41,13,24.05,36.49,16.43
Bundesliga,2023,Wolfsburg,home,17,6,4,7,25,25,22,27.79,25.12,25.75
Bundesliga,2023,Wolfsburg,away,17,4,3,10,16,31,15,16.21,24.75,17.05
Bundesliga,2023,Eintracht Frankfurt,home,17,7,8,2,29,21,29,31.19,22.79,29.58
Bundesliga,2023,Eintracht Frankfurt,away,17,4,6,7,22,29,18,20.44,32.47,16.47
Bundesliga,2023,VfB Stuttgart,home,17,13,3,1,50,15,42,45.69,18.53,39.03
Bundesliga,2023,VfB Stuttgart,away,17,10,1,6,28,24,31,33.3,23.97,30.47
Bundesliga,2023,FC Cologne,home,17,4,4,9,15,28,16,21.73,32.49,17.48
Bundesliga,2023,FC Cologne,away,17,1,8,8,13,32,11,22.61,39.32,15.15
Bundesliga,2023,Freiburg,home,17,5,7,5,28,30,22,32.45,26.77,28.57
Bundesliga,2023,Freiburg,away,17,6,2,9,17,28,20,20.05,31.79,15.69
Bundesliga,2023,RasenBallsport Leipzig,home,17,11,4,2,40,12,37,41.69,18.55,36.66
Bundesliga,2023,RasenBallsport Leipzig,away,17,8,4,5,37,27,28,30.93,24.71,27.55
Bundesliga,2023,Union Berlin,home,17,7,2,8,22,30,23,25.28,26.49,22.05
Bundesliga,2023,Union Berlin,away,17,2,4,11,11,28,10,19.46,30.07,17.45
Bundesliga,2023,Bochum,home,17,5,8,4,26,29,23,32.09,26.91,26.79
Bundesliga,2023,Bochum,away,17,2,4,11,16,45,10,19.35,43.27,12.27
Bundesliga,2023,FC Heidenheim,home,17,7,5,5,30,26,26,23.34,30.78,18.26
Bundesliga,2023,FC Heidenheim,away,17,3,7,7,20,29,16,19.24,35.32,14.98
Serie_A,2014,Verona,home,19,7,5,7,27,30,26,27.59,30.22,24.89
Serie_A,2014,Verona,away,19,4,8,7,22,35,20,19.29,33.19,17.08
Serie_A,2014,Roma,home,19,10,7,2,31,14,37,28.47,14.53,36.47
Serie_A,2014,Roma,away,19,9,6,4,23,17,33,22.39,22.26,25.7
Serie_A,2014,Lazio,home,19,12,1,6,40,18,37,31.53,15.39,36.9
Serie_A,2014,Lazio,away,19,9,5,5,31,20,32,30.47,20.48,30.89
Serie_A,2014,Juventus,home,19,16,3,0,45,11,51,32.35,13.71,40.23
Serie_A,2014,Juventus,away,19,10,6,3,27,13,36,26.73,15.42,34.56
Serie_A,2014,Udinese,home,19,6,5,8,26,29,23,18.62,26.59,20.62
Serie_A,2014,Udinese,away,19,4,6,9,17,27,18,16.24,28.17,16.84
Serie_A,2014,Palermo,home,19,8,6,5,30,25,30,31.33,19.41,33.62
Serie_A,2014,Palermo,away,19,4,7,8,23,30,19,23.65,24.6,25.05
Serie_A,2014,Genoa,home,19,9,6,4,33,21,33,30.58,28.11,27.88
Serie_A,2014,Genoa,away,19,7,5,7,29,26,26,26.74,32.26,22.68
Serie_A,2014,Sampdoria,home,19,7,10,2,23,15,31,24.6,18.25,31.36
Serie_A,2014,Sampdoria,away,19,6,7,6,25,27,25,22.98,30.12,21.49
Serie_A,2014,Sassuolo,home,19,7,8,4,25,22,29,24.55,24.79,26.76
Serie_A,2014,Sassuolo,away,19,5,5,9,24,35,20,18.36,30.39,17.34
Serie_A,2014,Napoli,home,19,11,5,3,46,28,38,40.37,15.5,41.58
Serie_A,2014,Napoli,away,19,7,4,8,24,26,25,24.13,18.87,29.15
Serie_A,2014,Inter,home,19,7,7,5,33,23,28,30.84,20.42,33.31
Serie_A,2014,Inter,away,19,7,6,6,26,25,27,26.33,23.9,27.48
Serie_A,2014,Atalanta,home,19,4,7,8,22,33,19,26.92,24.82,27.41
Serie_A,2014,Atalanta,away,19,3,9,7,16,24,18,14.02,34.58,11.85
Serie_A,2014,Empoli,home,19,6,8,5,26,22,26,24.58,15.53,32.5
Serie_A,2014,Empoli,away,19,2,10,7,20,30,16,25.08,27.9,24.44
Serie_A,2014,Chievo,home,19,4,9,6,16,19,21,18.34,21.53,23.6
Serie_A,2014,Chievo,away,19,6,4,9,12,22,22,14.67,27.46,17.81
Serie_A,2014,Fiorentina,home,19,9,6,4,30,17,33,34.52,20.75,35.42
Serie_A,2014,Fiorentina,away,19,9,4,6,31,29,31,26.15,27.75,25.69
Serie_A,2014,AC Milan,home,19,9,5,5,30,19,32,27.36,21.37,30.93
Serie_A,2014,AC Milan,away,19,4,8,7,26,31,20,19.71,32.62,17.4
Serie_A,2014,Torino,home,19,8,7,4,25,14,31,33.21,17.13,35.89
Serie_A,2014,Torino,away,19,6,5,8,23,31,23,18.57,25.56,21.06
Serie_A,2014,Cagliari,home,19,4,4,11,24,36,16,28.09,27.55,27.45
Serie_A,2014,Cagliari,away,19,4,6,9,24,32,18,25.83,26.62,25.6
Serie_A,2014,Cesena,home,19,3,7,9,19,31,16,20.7,25.78,22.24
Serie_A,2014,Cesena,away,19,1,5,13,17,42,8,13.92,37.3,12.51
Serie_A,2014,Parma,home,19,5,4,10,19,27,19,17.83,27.81,18.66
Serie_A,2014,Parma,away,19,1,4,14,14,48,7,13.94,32.93,12.86
Serie_A,2015,Verona,home,19,4,6,9,21,30,18,25.93,27.71,25.11
Serie_A,2015,Verona,away,19,1,7,11,13,33,10,14.24,34.0,13.76
Serie_A,2015,Roma,home,19,13,5,1,44,17,44,32.94,17.36,37.16
Serie_A,2015,Roma,away,19,10,6,3,39,24,36,31.48,22.43,32.69
Serie_A,2015,Lazio,home,19,10,3,6,32,23,33,30.77,16.41,35.13
Serie_A,2015,Lazio,away,19,5,6,8,20,29,21,24.44,27.17,24.87
Serie_A,2015,Bologna,home,19,5,5,9,20,21,20,21.33,22.26,24.68
Serie_A,2015,Bologna,away,19,6,4,9,13,24,22,14.15,29.58,16.86
Serie_A,2015,Juventus,home,19,16,2,1,37,6,50,35.48,8.34,44.07
Serie_A,2015,Juventus,away,19,13,2,4,38,14,41,27.51,14.66,34.67
Serie_A,2015,Udinese,home,19,6,4,9,18,28,22,26.22,19.28,32.01
